tijd,x1,x2
0.0,-0.8509857540966302,0.0
0.1,-0.804493212344431,0.04325148112306805
0.2,-1.0639156226936175,0.054575265923884245
0.30000000000000004,-0.5192875322861696,0.1069816687238682
0.4,-1.114283769050585,0.1330267047009848
0.5,-1.0979566272286039,0.12127086541010959
0.6000000000000001,-0.8797037830124967,0.07096717431707182
0.7000000000000001,-1.4122547294150434,0.15894576129913635
0.8,-1.1869643566209291,0.23500416969387017
0.9,-1.1295743577371358,0.136708274087248
1.0,-0.48351524958234793,0.24100970705619534
1.1,-0.8191438753333599,0.15954068966151164
1.2000000000000002,-0.9391010058335431,0.3074288718978355
1.3,-1.0447825729093596,0.35068338553244105
1.4000000000000001,-0.8783853336047787,0.3025004275499772
1.5,-0.8385878571250974,0.539123204705663
1.6,-0.6777408093864592,0.2459476341542656
1.7000000000000002,-0.48082953909721937,0.23615723033463892
1.8,-0.5628969873653398,0.1581047399014801
1.9000000000000001,-0.7854638894569855,0.4165493140638265
2.0,-0.40628341059634643,0.4222720935903995
2.1,-0.4980869328405744,0.37166459639912214
2.2,-0.6355075400779185,0.32472660344744486
2.3000000000000003,-0.45367945698605927,0.5511200850716969
2.4000000000000004,-0.31983704034137583,0.1984936402688347
2.5,-0.28380537162204456,0.3741074727364388
2.6,-0.32729187008010985,0.5009797655558457
2.7,-0.15868951757601668,0.540374004500087
2.8000000000000003,-0.23484725214336083,0.3812230525504115
2.9000000000000004,-0.13126670027902015,0.5388208406455496
3.0,-0.11927724656598643,0.3893228685417325
3.1,-0.08435177538828184,0.26069204137632584
3.2,-0.01739414168704298,0.5625171996862556
3.3000000000000003,0.016241461781481656,0.5100275240656915
3.4000000000000004,0.06137431888882435,0.3090161200882814
3.5,0.1033077100011909,0.545655783606579
3.6,0.12861481823139778,0.5328948374062956
3.7,0.035473884174200526,0.43765311774951926
3.8000000000000003,0.20543028840185573,0.3083131448485704
3.9000000000000004,0.23984586290029977,0.1314314933722966
4.0,0.24780450502364015,0.34507818869550916
4.1000000000000005,0.4268555485301341,0.2509719724980189
4.2,0.24594691434591343,0.23961389751812778
4.3,0.44883535234938954,0.2927081586630302
4.4,0.3179026647804087,0.288849937607522
4.5,0.41389266436122746,0.30168882927378127
4.6000000000000005,0.33526163986168545,0.19552990498917996
4.7,0.39312887535048596,0.11197723433010133
4.800000000000001,0.5059048456537725,0.19641250638681335
4.9,0.48270100332010835,0.15290225011792702
5.0,0.28626737654084106,0.1281605015626049
5.1000000000000005,0.45872450574998686,0.09778329454381054
5.2,0.4979555657539294,0.12429639157687625
5.300000000000001,0.8353297544957091,0.09783379711931929
5.4,0.583737836717071,0.07347108644360137
5.5,0.23276600073339354,0.05700654313878413
5.6000000000000005,0.5633677441359303,0.0694847306869877
5.7,0.5243840285496725,0.02473071333622489
5.800000000000001,0.5521040109852243,0.003685702914257201
5.9,0.7488310135920322,-0.008524869788126563
6.0,0.6876030727552738,-0.03478437843660395
6.1000000000000005,0.7845757428323723,-0.06143185070799645
6.2,0.6434092845059297,-0.02013213134698709
6.300000000000001,0.3798596855955082,-0.08623210405381503
6.4,0.5482807202368819,-0.10150568245869576
6.5,0.27961842364039996,-0.10001320579031328
6.6000000000000005,0.34880428221420734,-0.09905765729496205
6.7,0.3619223849460408,-0.0685915555052843
6.800000000000001,0.37206360035583746,-0.15386908973963495
6.9,0.5868618590392958,-0.20780487432315783
7.0,0.4871294278739338,-0.09880057739210281
7.1000000000000005,0.22742305259838508,-0.16305648721877813
7.2,0.4543754067697727,-0.1393004889655214
7.300000000000001,0.2533744880926125,-0.2661386305432493
7.4,0.44344742320743513,-0.18084055152515316
7.5,0.39048819211756614,-0.1843081597946247
7.6000000000000005,0.272468050725597,-0.19731334191829403
7.7,0.3490073655486651,-0.26440212184784395
7.800000000000001,0.46601238191534183,-0.1909826123986118
7.9,0.17755369206875476,-0.1820970862353833
8.0,0.17934011545962542,-0.17579677029407909
8.1,0.31034557490098486,-0.2900726668449521
8.200000000000001,0.2667249208569075,-0.2055907794980514
8.3,0.22862161846172335,-0.10161984011025832
8.4,0.14802351426604382,-0.2896391926167798
8.5,0.099834157276456,-0.29368531925370595
8.6,0.11001648782586745,-0.2109146773829762
8.700000000000001,0.09660699873666284,-0.17540932485865465
8.8,0.06623981430591683,-0.1302635117211109
8.9,0.03961005249505624,-0.04194621987674885
