tijd,C6H5NO2,C6H6,N2O5
0,0.0,0.029958520709648644,0.0
1,1.803259702233422e-07,0.029829976874952972,9.951132173370603e-05
2,7.187948307020982e-07,0.030028652504413837,0.00019804712086545244
3,1.5911704664632192e-06,0.029562277428380097,0.00029632750541080575
4,2.8008546992030074e-06,0.029033532001604682,0.00038911879049601027
5,4.3134528003435085e-06,0.029201022327514384,0.0004952390960350109
6,6.148827427124548e-06,0.02898454139556222,0.0005995980764541312
7,8.36885774590892e-06,0.029319501981880013,0.0006779038771787832
8,1.0818217226637793e-05,0.029232085208892866,0.0007749640540328156
9,1.371714165985137e-05,0.028924917445366637,0.0008772334684264108
10,1.6645312824002793e-05,0.029536894075363324,0.0009750110200189439
11,1.9900592911700327e-05,0.029137524343119055,0.0010569563103074839
12,2.381031934145096e-05,0.028235540337172824,0.001148969256932254
13,2.773571441605991e-05,0.028912024884914265,0.00126055030308486
14,3.18311373709292e-05,0.028514181259552615,0.0013319120568241567
15,3.60527636785143e-05,0.028369285306761173,0.0014602337445312045
16,4.115500214017308e-05,0.027900186141567595,0.0015425564132173371
17,4.57845789786266e-05,0.028109731686511423,0.0016397169531356414
18,5.167761764182428e-05,0.0284644248672208,0.001707040358631907
19,5.6398800923523376e-05,0.028195436905840778,0.0018304799187639777
20,6.192741939079471e-05,0.027950995429012544,0.0018826150972890757
21,6.728708843910639e-05,0.02813043934832775,0.002021178177668387
22,7.413894792553401e-05,0.028083567336545025,0.00209170892094567
23,7.997580462549567e-05,0.027805588855703653,0.0022072285861163103
24,8.697252552748566e-05,0.028038431464558575,0.0022037211668330388
25,9.44822986311556e-05,0.027531566562432008,0.002344777816485739
26,0.00010070662729644749,0.026864098338360332,0.0024348496019760764
27,0.00010809001119865508,0.027713848089496337,0.002515107167127271
28,0.00011405042046919572,0.027075179489648854,0.002639758982357244
29,0.00012283536017616758,0.026969690412569913,0.00271689843047439
30,0.00013018488485147926,0.02727674561735665,0.002770260317169239
31,0.00013740049872200546,0.026811395353106306,0.002834188023288119
32,0.0001462402946522826,0.026888962300618352,0.0029624886711125237
33,0.0001535616595729004,0.026342900223062092,0.0030351916667368172
34,0.00016163421010326212,0.026409807785466463,0.003128260042097066
35,0.00017129515066883992,0.027026175668427757,0.0032238607653400954
36,0.00017962691679174094,0.02640877424367077,0.0032394294158288464
37,0.00018781460054970804,0.026347065153421625,0.0034704275216110936
38,0.0001963191148115609,0.026313231289793078,0.0034696259980920886
39,0.0002032566672501397,0.026435906147508948,0.0035810315238916893
40,0.00021644683070402393,0.025803644273490224,0.003688450548287654
41,0.00022081746034176611,0.026096125759956002,0.003801681348195568
42,0.00023097194014030475,0.0257010920751779,0.00380639963164469
43,0.00024149903557508826,0.025351921149076966,0.0038873456869224104
44,0.00024958832147363344,0.025776687750752845,0.003929942864111139
45,0.0002659796808341367,0.025359126138087485,0.004034763102418532
46,0.0002738831316595365,0.0251502170245206,0.004138242062103572
