Tijd,x1,x2
0.0,-0.9900657169397753,0.0
0.5,-0.9514573033090389,0.14526048736300082
1.0,-0.8669907702958953,0.2573094326015947
1.5,-0.6879232858526085,0.3518698096921903
2.0,-0.5268070161944125,0.40598249565765937
2.5,-0.31728375375089096,0.4190312675524723
3.0,-0.10378124522511806,0.3965098786247488
3.5,0.08998744337850215,0.369177107211042
4.0,0.2599135310724155,0.3136450133027085
4.5,0.3948760926679882,0.2271569667630363
5.0,0.5121037050284374,0.14600692901173712
5.5,0.5492403218074912,0.05582619446771941
6.0,0.5496738214369589,-0.027268045283118925
6.5,0.5108099240346222,-0.10134629128382823
7.0,0.450534113863685,-0.16348736472116795
7.5,0.35882414080792374,-0.19806627142234437
8.0,0.2533816337121021,-0.2350066476341738
8.5,0.13841249136409256,-0.24170143991882337
9.0,0.0204819708243187,-0.2332532397662495
9.5,-0.08808735390005837,-0.19736432423861147
10.0,-0.17322315140983946,-0.15973360965829234
10.5,-0.24536186646726602,-0.11534651923605078
11.0,-0.29841572645221864,-0.06617813925118897
11.5,-0.312905676846888,-0.015561106184101713
12.0,-0.30423477639348395,0.02882306836759642
12.5,-0.27943301843957213,0.06864252418846242
13.0,-0.24184081224667234,0.10104911102074023
13.5,-0.17932360381068596,0.12272703411616842
14.0,-0.1218959004812489,0.12981914439425618
14.5,-0.053822128754609164,0.13308763179317384
15.0,0.009024691840042526,0.12075365554526539
15.5,0.06428118727292238,0.10166675195420971
16.0,0.11413356379148362,0.08355454148370693
16.5,0.14627262354960532,0.056040924202259666
17.0,0.16822483462362503,0.026794928632674513
17.5,0.17500594877983455,7.379496541852523e-05
18.0,0.1673989837290184,-0.02366616234188042
18.5,0.14214007460619782,-0.04413088675196917
19.0,0.12372276766637966,-0.06053878869510544
19.5,0.09094378114622337,-0.07253730742514078
20.0,0.05448237108550953,-0.0729640827967225
20.5,0.018756575262740247,-0.07238965478332676
21.0,-0.016365311294335244,-0.06554988712017726
21.5,-0.045176814292810355,-0.05383306625539889
22.0,-0.07056281783841092,-0.040238387564061624
22.5,-0.086241388409309,-0.025031885867352038
23.0,-0.0966261081750671,-0.010092015439308702
23.5,-0.09732097588684109,0.004572034648557763
24.0,-0.09033072415850561,0.017802170103140894
24.5,-0.07926282770931443,0.028083941240629517
25.0,-0.06494194945558597,0.03542128237179086
25.5,-0.04439408050980685,0.0393379122386629
26.0,-0.023792727236845855,0.04132750445144495
26.5,-0.0034617562471134767,0.03914472154488457
27.0,0.0149384525130901,0.03439194067205011
27.5,0.0293396594605064,0.02785463711485545
28.0,0.042557148454442126,0.02092705467791655
28.5,0.05015135265753144,0.011427627372891382
29.0,0.05382992682768832,0.0027199893012062174
29.5,0.05445050187225332,-0.00509280050552243
30.0,0.04965817563027177,-0.012220688929107016
30.5,0.04264623998044447,-0.017818757270325464
31.0,0.032215985144625515,-0.0200098088440169
31.5,0.020447710964828218,-0.022951148611083206
32.0,0.009463934738847076,-0.022912232491221107
32.5,-0.0016025129528275295,-0.021036715845004866
33.0,-0.01163888894121663,-0.01793574996765551
33.5,-0.019852695538423663,-0.01370763284765834
34.0,-0.025836950450443347,-0.009620205208689218
34.5,-0.02854069514372871,-0.004846153855283131
35.0,-0.03005176859180137,-2.4222837742617918e-05
35.5,-0.03004824887115897,0.004249649491253243
36.0,-0.025937596416898002,0.00790907630112264
36.5,-0.02200510200805396,0.010174156426141478
37.0,-0.01562438726947537,0.012190343176815117
37.5,-0.009477908217752837,0.012856791382472286
38.0,-0.003225764611994469,0.012508638735332743
38.5,0.0027990716829741765,0.011119239864211337
39.0,0.008280848841775556,0.00951057734623086
39.5,0.011833265581914214,0.007163726844616408
40.0,0.01471498928128337,0.0045125511979598075
40.5,0.016937552681452788,0.0017206515500761777
41.0,0.017102396007001804,-0.0008049670873214248
41.5,0.016052377270453104,-0.002954901125029406
42.0,0.013712450597356193,-0.00497211828746083
42.5,0.010786215945093615,-0.006305092843291848
43.0,0.007658673502607475,-0.006897807182189136
43.5,0.004153322750693095,-0.007005524187336358
44.0,0.0006345100666979521,-0.006582270769042281
44.5,-0.0025876938191527242,-0.005661503539662474
45.0,-0.005228335859343444,-0.004928902903497793
45.5,-0.007538765853468912,-0.0034358719270761516
46.0,-0.008783859675554574,-0.0019495443108303843
46.5,-0.009270236478588371,-0.0004885980173029368
47.0,-0.009407293396782944,0.0008677221481879292
47.5,-0.008572489019394941,0.002118168909648522
48.0,-0.007180835212980617,0.0029344604204292997
48.5,-0.005518409149368963,0.0036627264212878794
49.0,-0.0036941883136918405,0.0039548113235969885
49.5,-0.001644603041274247,0.0038516081217920568
