time (s),concentration (%) predicted
1551,1.01287594146616
1554,1.051409870785251
1557,1.0755795898447695
1560,1.012617901760898
1563,1.033218071564296
1566,0.9904694937259299
1572,0.9538063522699867
1575,0.9740409658242632
1578,1.0488079704238615
1581,1.0153703252836905
1584,1.091018965542932
1587,1.1060927849919737
1590,1.0001029760557023
1593,1.0174131396170127
1596,1.0399916138274177
1599,0.9778685547856464
1602,1.0457760038870352
1605,0.9721701779611159
1608,1.005672333027602
1611,1.0493885597607
1614,1.0417548851467062
1617,1.007650637434609
1620,0.9414849563437369
1623,0.9426461350174152
1626,0.9196375946315742
1629,0.9712025290663843
1632,0.9120254233263515
1635,0.988426679392607
1638,0.9755461974382905
1641,1.0872128798903213
1644,0.9921897584276748
1647,1.0004040223785078
1650,1.072805663013206
1653,1.1501530646654212
1656,0.9894373349048822
1659,1.0534096785010298
1662,1.0019307573013068
1665,0.9613325103401217
1668,0.9800618922803717
1671,0.9845345805049093
1674,0.9583220471120678
1677,0.9854377194733248
1680,0.9998664396592121
1683,1.0388734417712828
1686,1.0567856979782044
1689,1.0604412604694127
1692,1.0205526226976973
1695,1.046722149472995
1698,0.9908995599013659
1701,0.9508388956594764
1704,1.0449588781537067
1707,1.0680319284658628
1710,1.1051036327884702
1713,0.9263681302771517
1716,0.9972645392978225
1719,1.0265950524625773
1722,0.9722346878874312
1725,1.0614304126729162
1728,0.9704714165681427
1731,0.967912522824296
1734,0.9781696011084519
1737,0.953096743080517
1740,0.950623862571758
1743,0.8879202141931483
1746,0.9586015901261008
1749,0.9817606536733449
1752,0.9581930272594364
1755,0.982685295950533
1758,0.9103266619333783
1761,0.9301957192385348
1764,0.9498712467647448
1767,0.9669233706207933
1770,0.9615475434278393
1773,0.9313568979122123
1776,0.9677619996628937
1779,0.9437643070735492
1782,0.8915112667580413
1785,0.9171002041965
1788,0.9223470115368226
1791,1.0385723954484773
1794,0.9446029361156503
1797,0.9166056280947479
