tijd,m1,m2,v
0.0,1099.3428306022465,972.347139765763,3.3886131228604155
0.1,2880.932275475239,1842.094726253416,3.045552594371101
0.2,4394.146939923106,3111.3440647426446,3.077411983852662
0.30000000000000004,4357.007469764229,2756.631454999654,3.2671694794364083
0.4,4368.843717393408,1932.2477282056261,2.498083119411208
0.5,3788.166020930277,2496.6011081414454,4.281756114002536
0.6000000000000001,3540.224785044662,2227.0627976316537,5.4909602336806085
0.7000000000000001,4172.976002670918,3110.1500826190822,3.1933665834717138
0.8,3930.5435120728353,3098.784235378127,3.60778044287608
0.9,4784.218944864073,2634.274789506617,4.621112012036252
1.0,3948.2198291578243,4051.601905833303,5.113415066233162
1.1,3568.9415096283633,3399.2743380967495,4.040098411592455
1.2000000000000002,4754.970104105138,1752.4407386400005,4.083371621303684
1.3,4783.020043525719,3265.4110096059976,5.96977499922452
1.4000000000000001,4531.76926271341,2639.5420639882877,4.210974027506935
1.5,4002.804795885576,2517.0423057193525,7.487570866391177
1.6,5036.50204897187,1771.614816121175,6.790044625897892
1.7000000000000002,4383.203541483853,2335.2603382149773,7.3694724485520995
1.8,5771.609617332453,3162.1012508302474,5.615997526334778
1.9000000000000001,4522.513273092678,2804.9059367195714,8.274858657365993
2.0,4390.614251651575,2499.553344990053,5.522405936189125
2.1,3720.87807393403,2977.867030591867,9.218193246522905
2.2,4854.75681506734,3034.8726360859946,7.938564621482596
2.3000000000000003,4320.079716117963,2674.137938377643,9.868453859172684
2.4000000000000004,4958.264638406825,3230.4987809112436,3.657421206644271
2.5,5854.161251519229,2469.7764640333244,7.34374919991802
2.6,5153.891223300975,1442.8606142465353,7.5826949689699745
2.7,5457.787011712476,3060.8304599001453,7.210130791502227
2.8000000000000003,4297.60135704432,2096.6707485803595,9.641386977343393
2.9000000000000004,5497.988650907153,2055.344766993297,9.09451092241425
3.0,5291.452202245513,2706.95923109208,7.168587200966838
3.1,4879.9628490917785,2061.3267569002173,5.958849274988639
3.2,5564.456605065064,2321.365089532452,8.512666665329919
3.3000000000000003,5036.196811457407,1560.016565619962,7.855721308979846
3.4000000000000004,4950.253646791704,1801.7826145502067,8.3663355386664
3.5,5776.466192275093,2915.152656360185,9.011980116886136
3.6,5651.072076362773,2056.4717539524577,5.401910882281361
3.7,5374.893679882825,2083.603862421926,13.163992683134044
3.8000000000000003,5223.480121621418,2152.870046541948,8.806810356033873
3.9000000000000004,4184.600671513677,2460.0700280208425,10.254092347947822
4.0,6357.660740433285,1615.574916330696,11.467633100250605
4.1000000000000005,3970.2318340532975,2176.0130966359716,12.933271524933557
4.2,4446.09017805091,1702.99163517811,9.20833909602052
4.3,5010.541655133904,1306.5661862045617,9.184778962269073
4.4,4408.864560324735,2044.640241910295,7.418476046065894
4.5,7368.175326325077,1553.3533782614502,8.52971836184124
4.6000000000000005,6569.958734695701,1369.252269109836,9.557530565227749
4.7,7160.111865078368,1215.3860041056857,9.502661137400013
4.800000000000001,5997.77317212829,2042.7257632437918,6.9126622904018795
4.9,4214.039829841708,1923.9492106349405,9.750493200233642
5.0,6038.929842194154,1837.0799676384752,7.966968384062624
5.1000000000000005,6043.227463596521,1793.6461255087322,7.9171824998089555
