Tijd,x1,x2
0.0,-0.9950328584698876,0.0
0.5,-0.9577006581954782,0.14311352454048432
1.0,-0.8649701448739396,0.2579147234963949
1.5,-0.6991413734991918,0.3492102591994495
2.0,-0.5243567984792166,0.4038034421990573
2.5,-0.31582690726830465,0.42100116968290197
3.0,-0.10403357778270073,0.4043980702236373
3.5,0.09159511486052374,0.37127655389952713
4.0,0.2626004439813122,0.31266554810112596
4.5,0.39852798274002227,0.2304583645384269
5.0,0.5048118105047222,0.14633807334536528
5.5,0.5488699299167407,0.05664490632551886
6.0,0.5526990888281962,-0.02729835895452895
6.5,0.5168278452259086,-0.10172992993748722
7.0,0.453273098870153,-0.16301324823290061
7.5,0.3610095083919495,-0.20187614881434796
8.0,0.25341584243510534,-0.23257245018331446
8.5,0.13729241275783657,-0.2388209751794075
9.0,0.02043936940145384,-0.22885464173648634
9.5,-0.08694766434992525,-0.19775439387829924
10.0,-0.17452152256596049,-0.16000828380838622
10.5,-0.24507876448821325,-0.1150012856262127
11.0,-0.2941303060791004,-0.06570852079113836
11.5,-0.3114774697341786,-0.01572915914665737
12.0,-0.30528741685872357,0.029349803749516297
12.5,-0.2803445241452754,0.06890890596397418
13.0,-0.2402256059563155,0.1004384876453447
13.5,-0.18121135471532207,0.12160500020416799
14.0,-0.12088981521207516,0.1302230591638584
14.5,-0.05400161090262065,0.13181414869110689
15.0,0.00906835427668091,0.12097868110674423
15.5,0.06500844432772547,0.10291270471447607
16.0,0.11322102828688581,0.08245126743496385
16.5,0.146378106560551,0.055489600520645006
17.0,0.1676208415317671,0.026970047462851247
17.5,0.1743780235598676,7.269384319117369e-05
18.0,0.1674589991567,-0.024048415241008026
18.5,0.14606967318436714,-0.04449966155405428
19.0,0.12361525779276904,-0.06035884933087494
19.5,0.09086048329594136,-0.07115069808374333
20.0,0.05460258167636032,-0.07322652110949256
20.5,0.018487331236785563,-0.07201832969615328
21.0,-0.016235104230982435,-0.06522425372151812
21.5,-0.04559807629004459,-0.05401121438598965
22.0,-0.07019292321981677,-0.04044706020040624
22.5,-0.08632527230055231,-0.025279146124021674
23.0,-0.095957134691212,-0.010059163014803967
23.5,-0.09694234171658525,0.004640964661149237
24.0,-0.09059980535714006,0.017755937982301996
24.5,-0.07926688119418931,0.028150133108535567
25.0,-0.06404808314805414,0.03557154448041494
25.5,-0.044242971297831654,0.03965865790590056
26.0,-0.023754476353814988,0.041161858900147404
26.5,-0.0035296111443923147,0.039076621321931924
27.0,0.014900175634774021,0.03441758224544143
27.5,0.029925086408428007,0.027862026377006438
28.0,0.04253154703416147,0.02043577354185559
28.5,0.05024819686425503,0.011393374245049983
29.0,0.05384862512894379,0.0027525379977306405
29.5,0.05384213424237991,-0.0051316796449973655
30.0,0.049271481347348205,-0.0121115406780998
30.5,0.04206432703554202,-0.017575777267654656
31.0,0.032029116652471205,-0.020468196378634576
31.5,0.020654346571073602,-0.022822632346952768
32.0,0.009454522557423357,-0.022798024992713627
32.5,-0.0015784108553144455,-0.021051159048569735
33.0,-0.011517820814176991,-0.0180215045765533
33.5,-0.01967346089793631,-0.01392688881254742
34.0,-0.025637702911222655,-0.009589420521194625
34.5,-0.02877671879882244,-0.00478793740771772
35.0,-0.03012043670990071,-2.454796455417103e-05
35.5,-0.029580273557687727,0.004241832066648814
36.0,-0.026005355958004715,0.007848193327676977
36.5,-0.02173948094557699,0.010312145930569158
37.0,-0.01570679770969151,0.012154353493651331
37.5,-0.009501769240512718,0.012812555765931878
38.0,-0.003204122952443193,0.012479721283109247
38.5,0.002790916177446998,0.011199821585188018
39.0,0.008131904794904072,0.009465936149171551
39.5,0.011977676431630864,0.007117302735828454
40.0,0.014861265030413472,0.004477584044408607
40.5,0.016745759167246268,0.0017350082793859758
41.0,0.01694075012208,-0.0008083174976355052
41.5,0.015922551563017223,-0.003013159566263594
42.0,0.01374626527594029,-0.004935198193986467
42.5,0.01088389869667697,-0.006254481039993089
43.0,0.007664587590522188,-0.006921500850444537
43.5,0.004141894132644708,-0.007064447517759235
44.0,0.0006344275898322315,-0.00668081094787925
44.5,-0.0025808813698621766,-0.005824366298408273
45.0,-0.005261462373208256,-0.004887366504576081
45.5,-0.007459726625816628,-0.0034526105801145654
46.0,-0.008764318353230773,-0.0019636657207149546
46.5,-0.009314525914036496,-0.00048824269423552487
47.0,-0.009328959677290308,0.0008812774987719763
47.5,-0.008534550377575709,0.0021003344055998503
48.0,-0.007196275043369843,0.0029719501807984722
48.5,-0.005527999197695057,0.0036487212286969717
49.0,-0.003662104112765469,0.003948750419960915
49.5,-0.0016455614593939062,0.003896660734578053
