tijd,N2O4,N2O5,T
0,0.0,0.0,370.2350340433644
10,8.383308615688342e-06,0.0009015427731577057,299.35944209207855
20,5.1056374968205025e-05,0.002298818541407955,279.58143317521933
30,0.00010484799735669889,0.0023209031608616092,280.79689723559744
40,0.00017979675201388085,0.0014730591855297661,157.63400322864572
50,0.00021826648746794234,0.00289698103575548,357.57429863474437
60,0.00027049255301631145,0.002773124567018009,470.4820487231798
70,0.00045946767281667235,0.005523055309427778,187.11808310866385
80,0.0005219622833148621,0.006168407740066594,213.95892948382186
90,0.0008490528021097012,0.005315954940955485,298.20691772676656
100,0.000744881441742405,0.010828221526823223,325.4826953422114
110,0.0007238080423758377,0.009227008447192795,207.11279119165803
120,0.0012918509755866351,0.003217705397276594,196.58915250483577
130,0.0014553805160720528,0.009998136751177946,343.60951812108374
140,0.0014816635317340906,0.007762545602576113,181.8505742375521
150,0.0013304626043245983,0.007631956611091441,430.45252129756665
160,0.002051158847809453,0.0043123107486862725,358.58396659439785
170,0.0017883437083569395,0.007514801548140268,386.78092533185946
180,0.0028591048800478648,0.012390716888969491,244.5311431441197
190,0.00212679472555141,0.010906847247522463,422.4568392016005
200,0.002143347078975354,0.009574490226616687,218.34261045697727
210,0.0017054889431677574,0.012861879708808479,459.7824591851436
220,0.0027538505623774974,0.013697453792195178,362.26829817093426
230,0.0023924402113295125,0.011860835500519471,477.6073393642856
240,0.0030821442255103528,0.015958317920091822,69.9629198865481
250,0.004065823856233289,0.01129576612745678,297.49715874584024
260,0.003498060622879908,0.004499569882920523,305.2757366297904
270,0.003923362465251719,0.01626889701951593,276.00015394846037
280,0.002787120625816103,0.009674186366347377,416.56343562535693
290,0.004187888430317776,0.009669515980317633,377.1367190554592
300,0.004055421615392917,0.014966675204958212,257.98178168598463
310,0.0036660725966875455,0.010314269990227352,183.32494695351366
320,0.004559101041870088,0.012697108610216565,327.31566677904846
330,0.004001904379833418,0.006820737131981029,285.57256735426796
340,0.003964604162693979,0.00905667207989759,311.0014293229454
350,0.005078393552303106,0.018782695556754166,343.93108200312565
360,0.004994406005518583,0.01178853315513346,138.68995538147777
370,0.004701752990249068,0.01233471810578062,568.3221863195448
380,0.004559937366355038,0.013270315453998179,323.4117054195917
390,0.00320509093097795,0.016408267838552017,400.53800772436864
400,0.006221673904746117,0.00891883120410363,464.35150588073316
410,0.0029655754238430924,0.014474121514735223,541.5775248842914
420,0.003657770727673748,0.010249029902596235,336.5855830457872
430,0.004488792505094731,0.006622381256550793,333.53759537217564
440,0.003656896250522691,0.014180575130689918,236.67082033649913
450,0.007976048230606506,0.009522661411610667,295.23907398986415
460,0.006865383034334232,0.007869287180617492,349.11676276752735
470,0.007781759885306813,0.006473407312800032,344.9179429724285
480,0.006099357694258645,0.015465686635919877,205.5391753007263
490,0.0034564923179017095,0.014515288990542897,355.9334305200491
500,0.006221995181688036,0.013877755256767443,260.14286880995826
510,0.0062551680371997565,0.013697617290619694,256.77734405796076
520,0.009211609647326738,0.01440093230373005,210.01473149608367
530,0.007135948459966957,0.008933576850315955,403.9852884053033
540,0.008105978677172047,0.00952846447086852,421.2697777903557
550,0.006817776959837819,0.015775813508664256,512.7864315498995
560,0.005665501395862673,0.009803546876390123,239.60363210594375
570,0.004654536927303056,0.012386940246683466,360.26404555492763
580,0.006723316845497122,0.01584096873337659,328.090669265029
590,0.008977179992912896,0.01169343396489146,593.5142994140025
600,0.007473812416565168,0.009442828430764636,221.82051756756982
610,0.007248866573406336,0.01186771946124771,396.8199779866237
620,0.007274659825644205,0.012450628640814088,243.79225366338264
630,0.003495082930282204,0.011030271031871338,410.78142160591415
640,0.006855036905368093,0.007980928399558728,343.7954794187965
650,0.00722297939960036,0.009369203226302317,341.88794926873885
660,0.006619951597770954,0.008382066292854727,361.8952038950523
670,0.007636434779662395,0.016907987497096273,430.13584051092687
680,0.00385213939888794,0.009174838165308712,377.3125656634967
690,0.00760986157044155,0.014744881500002234,704.55637341793
700,0.007753910410083742,0.017128288544864208,420.35097267514266
710,0.007944111941988487,0.011571263622665943,401.2290519628952
720,0.005123353579585788,0.011875555590912756,279.22867994357125
730,0.006857256602655664,0.02166674321524369,143.74038706294732
740,0.008097451260301302,0.0066022774923535765,280.545597045309
750,0.00893669587898716,0.01304022358849741,221.14878195043423
760,0.005306444405754316,0.01540517969220297,255.20741570072244
770,0.007215531868742476,0.01297382204628013,262.93004596600724
780,0.011163679095633216,0.015235688539485901,128.26133522965733
790,0.007192499031294102,0.010261464501122792,410.392773831177
800,0.005204788020129816,0.012364650414440471,376.3274914176475
810,0.00862186910353353,0.008195532229479986,294.01998342606186
820,0.005882134077007164,0.010298477119551092,499.9097663308863
830,0.007709224820154128,0.007964817522529586,416.80772657468765
840,0.011273158523180544,0.016780537656155572,177.84973479098971
850,0.005898677458288693,0.01768355577000237,257.43277632597176
860,0.007834416317153287,0.01579278243398808,235.93536907821814
870,0.006802251300308494,0.0003539734731855225,226.38019846127997
880,0.006411779633107183,0.008019159124661293,486.86561462527993
890,0.003967239853299464,0.0111258682890472,339.6345579537431
900,0.009967741297490205,0.007297073680681668,440.8583219219836
910,0.006990228745312094,0.009044979546474296,372.1229827304805
920,0.007395081100239463,0.010512056704709082,333.65985722453274
930,0.006179714983198072,0.013257966614025672,391.7346192806007
940,0.010324831169677558,0.008060627254845201,535.9490371831578
950,0.002902402017675174,0.01223875627998757,384.4975922322829
960,0.007603277964567592,0.01042771904185492,306.41081555910637
970,0.005981448355296348,0.010556399230518673,410.11522937799435
980,0.0077793972758594294,0.01015844270416534,415.01725448385514
990,0.007682024951737898,0.015952136606441222,388.54798872648524
1000,0.005289224203552162,0.010669823074327222,400.084411848257
1010,0.00833650925092921,0.012745115161672111,338.31947479168423
1020,0.009755234092077845,0.010549670757910034,380.4562063491852
1030,0.006629651524690267,0.011988629327008872,434.54553385596347
1040,0.008812106441365172,0.015956906935351938,454.81159422449866
1050,0.007112736903153017,0.015451028733379524,296.3960795365986
1060,0.007760905377544919,0.012326297575004301,336.3260885207701
1070,0.008341372759461584,0.0096786703899721,531.9639117956434
1080,0.004944669416162876,0.008155049312386267,440.362931493151
1090,0.008769252769919921,0.01522961400930811,388.422171241466
