tijd,N2O4,N2O5,T
0,0.0,0.0,510.7834468112147
10,1.45179544901314e-05,0.0007426087971510399,246.5890136699709
20,8.93530243052072e-05,0.00330264287420806,172.6401500455793
30,0.00013909423853570408,0.0014464485241663147,174.38652555451287
40,0.0002081886434279323,-0.003157900372609307,-236.82043993520972
50,0.00011492407592396354,-5.3395786578864894e-05,429.4545812013365
60,3.4193306205062895e-05,-0.0019839526057633767,805.7566233256922
70,0.000381576007235374,0.005778944788890224,-138.80800048503482
80,0.00028423478550612945,0.006631934109130189,-49.345240731809554
90,0.00104972623719704,0.0025896133140582583,231.47803224702167
100,0.00036203257034467153,0.01985307482169381,322.39501364091933
110,-6.118712025174377e-05,0.013488233859137038,-72.17320416235327
120,0.0014695885502247312,-0.007493189781313353,-107.25366280684574
130,0.0016447521413523371,0.014229109954748267,382.8127041059134
140,0.0013574061977951989,0.005963944118797437,-156.38517463176953
150,0.0004754012564519455,0.004776446420323828,672.2866886152931
160,0.0024984233547897298,-0.006984823619375465,432.72364307957895
170,0.0012433181743310077,0.003046550085680102,526.712400420572
180,0.004435073154718302,0.01870427058714945,52.54543872759746
190,0.0016193835014887009,0.013207352972866342,645.6301469655697
200,0.0013037236054735158,0.008256783988835744,-34.751493656786465
210,-0.0005219285415586079,0.018743593081735527,770.0471884908516
220,0.00261197197439889,0.021093033407723186,444.9992387653453
230,0.0010527806471027758,0.014567861039649434,829.4620176342453
240,0.0030040097370424954,0.02785326738087383,-529.3533549181525
250,0.005942329914463541,0.011966533943333997,229.09351501850134
260,0.0037167303627265707,-0.011006471572570613,255.0215594761553
270,0.004809215165751936,0.027929535003118823,157.4357761367783
280,0.0007046670763785857,0.005674219024851233,625.97957749179
290,0.005065112948230932,0.005406185861301614,494.5567523375032
300,0.004323206130447259,0.02282986101511718,97.37322607801403
310,0.0027335429448074925,0.0071058377028945146,-151.48325625456772
320,0.005427027444411223,0.014848844974445973,328.4854723833082
330,0.0032949983699516747,-0.0049238614919086265,189.3414856955876
340,0.0029045011790557514,0.0023583172268056545,274.1040631333502
350,0.006359459321976108,0.03462027099089776,383.86929926065443
360,0.0058302428281485396,0.011160173816830796,-300.26804109218375
370,0.004613790134162424,0.012845534003897367,1131.8391623461928
380,0.003908326236904594,0.015839074559543694,315.47067642169907
390,-0.0008325089136978821,0.026183187471407743,572.5581506063767
400,0.009006005344631234,0.0011113531904257071,785.2696270090669
410,-0.0020566581670428477,0.01952997167621344,1042.689522149611
420,4.9251603662903674e-05,0.005354740806529814,359.3828969830654
430,0.0026253319837352546,-0.006818804348695228,349.2227989311001
440,-0.00033441251367744007,0.018296817843955718,26.333403344587623
450,0.013883053240199957,0.002697961731894417,221.56079151128506
460,0.010007988941947009,-0.0028803240240768326,401.15297027999264
470,0.01289640013651825,-0.007595264532359874,387.1567976389275
480,0.007128688749499068,0.022321642891221915,-77.43919323875144
490,-0.0018342832593833654,0.019100602188501042,423.8748995182589
500,0.007236735350075621,0.016926438431034006,104.57294276294007
510,0.007205876502505019,0.0162805937087795,93.35444915244858
520,0.01692495259031895,0.018582997347343103,-62.52099748503048
530,0.009875869788058914,0.0003196504854642464,584.0474599686974
540,0.01298442167239161,0.0022666924938330325,641.6623642575769
550,0.008570681141185286,0.023057969786169936,946.7178207999008
560,0.004614994093943446,0.003119684842936798,36.10843656330468
570,0.0011351340368907338,0.011702572482128167,438.3097637100904
580,0.007925705796038561,0.023189710656591665,331.0651267780888
590,0.015337669461463138,0.00934027721918431,1215.8105144573267
600,0.010229797691909744,0.0018157524733180587,-23.16879829726281
610,0.009387484098967527,0.009877930793481716,560.1627040875452
620,0.009384914208986486,0.011801714709952825,50.07025897649817
630,-0.0032984098478873233,0.0070493871158266155,606.7007886302796
640,0.007820369750480206,-0.0031315525222618667,383.41428651121964
650,0.00896930963027543,0.001480811037617432,377.05582643188876
660,0.006885059352059344,-0.0018237258617274914,443.74665076697465
670,0.010202421250145642,0.026582984162173286,671.2154168157342
680,-0.0024796950086475745,0.0007937705723118083,495.1378129948989
690,0.009981235900236508,0.019349434205736524,1585.950486100782
700,0.010399458612498923,0.027283815475432353,638.5991323617968
710,0.010974273279317732,0.008750863520424212,574.8593800903107
720,0.0015151898194826008,0.009756348520669762,168.19145802498994
730,0.007240837386707382,0.04238548100032723,-283.43619918944506
740,0.011323209360357247,-0.007836954454949502,172.58115376107258
750,0.014071398765551937,0.013615880688576162,-25.408243450666873
760,0.001923488597996235,0.021492606943662954,88.12052168963547
770,0.008242169222626553,0.013382108791684756,113.86261185841909
780,0.021359749987372535,0.020916139678147132,-335.03309131233834
790,0.008081521162461405,0.004330282986254435,605.4050268279545
800,0.0014167194348219834,0.011336176180337477,491.8540724096976
810,0.012769673670853035,-0.002565255886653217,217.4957108265889
820,0.0036016128129510265,0.00444051679540952,903.7949794259755
830,0.009657933899511249,-0.0033420890145600245,626.7881739235045
840,0.02150528780675825,0.0260401841771334,-169.738471320906
850,0.003559413660253276,0.029047042959423054,95.5383284153537
860,0.009982371379706373,0.022741506011031913,23.88029927793218
870,0.006513663307937283,-0.02872393148192958,-7.970274202622704
880,0.005185257580515432,-0.0031758410976710505,860.3144416095108
890,-0.0029887929632832584,0.007177519677394091,369.5442476459271
900,0.016988471516323003,-0.005587292992361286,706.9567885745566
910,0.007040147504902376,0.00023705547203100967,477.83898883914196
920,0.008367456679019317,0.005125458945590877,349.62856998908217
930,0.004295071624348491,0.014276777232428907,543.2111061428113
940,0.018091947254101796,-0.00304927348569471,1023.9258300249647
950,-0.006668719120280799,0.010876356119064217,519.0876778316762
960,0.00898253173036843,0.004838208419564168,258.79841995619427
970,0.0035589598913809404,0.005265888248038076,604.4797972680606
980,0.00953546949239578,0.003938206630198738,620.8198791383716
990,0.009195019969450238,0.023249445989664403,532.5889918518143
1000,0.0012038891591509369,0.005640741401578473,571.0437349253383
1010,0.011347088913583147,0.012557463238888221,365.1606117714215
1020,0.016062432426160487,0.005238465219466925,505.61638109980026
1030,0.00563073252128825,0.01003420758416635,685.914135296824
1040,0.012893108422683295,0.023261072501035582,753.4676694354664
1050,0.007216658437361508,0.021574139190453322,225.41595218215718
1060,0.009365897150658348,0.011157746523267804,358.5159809672983
1070,0.011290002133040248,0.0023317472355597977,1010.6420575276695
1080,-4.2615560704192465e-05,-0.0027475214922018914,705.3054555710196
1090,0.01269620862487214,0.020833868802854566,532.1695871616986
