Tijd,S,X
0,0.020198685661204495,4.986173569882882e-05
1,0.020243926813238156,5.69428611747423e-05
2,0.019876424218199545,6.078371869769169e-05
3,0.02058481048098872,6.851939020036765e-05
4,0.019751523363860737,7.537455848519543e-05
5,0.019737654579385075,8.162164619210922e-05
6,0.02000142226651073,8.754787206451513e-05
7,0.01920089135016537,9.944085519207236e-05
8,0.019465254437094744,0.00011180626589383236
9,0.01948672571019187,0.00011926966732861705
10,0.02040624322180718,0.0001349632765303696
11,0.019828095620336425,0.00014547548542287076
12,0.019560339288200158,0.0001657465551300201
13,0.019293173790290295,0.00018400140227843058
14,0.019480560768212637,0.0002004858607894139
15,0.019447461738665652,0.00023089768463808338
16,0.0196429139228183,0.00024059368670828764
17,0.0199312852016607,0.00026468185728106976
18,0.019647167537336217,0.00028769022102662734
19,0.018999547610093957,0.0003317103573336662
20,0.019753521295512593,0.00036578540469066545
21,0.019364085849000748,0.0003996891196362189
22,0.01877431008253479,0.0004370763079718694
23,0.019100109363867593,0.0004992868177592765
24,0.019334306895715615,0.0005199647692700049
25,0.01924357661169993,0.0005893667555948868
26,0.01877132362156026,0.0006623262236950581
27,0.01931982503357633,0.0007340190128951375
28,0.01850463597486472,0.0007883833325464099
29,0.01882509253995171,0.0008899857458277482
30,0.018392639708600566,0.0009566158117870491
31,0.018020103303515354,0.0010303392073096893
32,0.018568860975668528,0.0011913046402322954
33,0.01807577634887247,0.001299169784789462
34,0.018046129150283308,0.0013795527823219822
35,0.017842990231575803,0.0015796358864172471
36,0.01748346317366662,0.0017315893300068658
37,0.016354373565952544,0.0018681613564689103
38,0.01703144813265929,0.0019978608285913945
39,0.01675535565232209,0.0021082150534228413
40,0.01635406617492738,0.002412447605595952
41,0.01658190417827187,0.002582857090247414
42,0.01550809815849905,0.002811055775523019
43,0.015679248092948763,0.0031047327232292207
44,0.014849953962102619,0.0033789329044572676
45,0.014626570208172544,0.003689868503347201
46,0.013967012764188987,0.0038837193655262754
47,0.013605812867331413,0.004089205598089237
48,0.013320822169927178,0.004551647976288602
49,0.012756790978759112,0.004831421889206143
50,0.011908776227910136,0.005145360974129508
51,0.011666221315207443,0.005441259535629638
52,0.01119661678457504,0.005921735977571963
53,0.011123170785590693,0.006240354926905447
54,0.010262341331053816,0.006549926018860697
55,0.009338310955747027,0.006890196391279054
56,0.009238859554195298,0.007573170396558037
57,0.008731332486562927,0.00757297991641227
58,0.00832159066105983,0.007638012088109023
59,0.008099405177793794,0.00821653173616576
60,0.007660294362917458,0.00819583482730282
61,0.0073987876896469545,0.008337699872876568
62,0.006967637550635013,0.009170845700139815
63,0.006479586369594039,0.00886942053834762
64,0.006379684317037474,0.009042219733904915
65,0.005963502876209514,0.009289367988132444
66,0.005843542001944123,0.009488941687259693
67,0.0057055793796303746,0.009800376809636304
68,0.005588913829224619,0.009534081610036979
69,0.005654369760450596,0.009434169701836354
70,0.005492664506049609,0.009991169219732823
71,0.005214045798299544,0.009826741350485987
72,0.0053476196168049175,0.00998945347219716
73,0.005133739526364222,0.009612435309560146
74,0.005271941066167668,0.009963149812901561
75,0.0052049203512465085,0.009998920206977437
76,0.005077148290685875,0.009997658265347481
77,0.005150913460232871,0.009826593583422616
78,0.005289547644427283,0.010078122588275494
79,0.004960396163098808,0.010126686058015552
80,0.004968058837722236,0.01016274026115728
81,0.005171928209839792,0.0098489451838525
82,0.0051421251710822985,0.0101026365872948
83,0.005119628407980486,0.010405665070886206
84,0.005005481169055453,0.009878602222575646
85,0.004935325072004479,0.009869742468290846
86,0.0050125048595129375,0.010104923276001135
87,0.005044342457170261,0.010204978824611655
88,0.005014883651266977,0.010332805053348071
89,0.004984596627971932,0.010588904636961525
90,0.00507178846095975,0.009871719811350207
91,0.004900208878037173,0.01014193761300024
92,0.004983733301173025,0.010189369192277125
93,0.005052370835011333,0.010032021000754726
94,0.004919345060738066,0.00974285999737549
95,0.0049586700872171485,0.010219855991254963
96,0.005024165014102446,0.009797817205412986
97,0.005019571555515931,0.010125935678333756
98,0.004913420530313724,0.010079665759135903
99,0.0050073281620320416,0.009819279770718373
