Tijd,S,X
0,0.020099342830602246,4.993086784941441e-05
1,0.02011448596666112,5.61012406613512e-05
2,0.019923184517920443,6.092670541647542e-05
3,0.02026968550387202,6.800149757943179e-05
4,0.01984513063117283,7.496999623407742e-05
5,0.019829978049441876,8.20053565907679e-05
6,0.019953259442574856,8.928955474670989e-05
7,0.01954392504791381,0.0001000063582258609
8,0.019666480757272033,0.00011145711209856319
9,0.019666942698454398,0.0001210030793388286
10,0.020115676737445517,0.0001352693738133782
11,0.019814724122405192,0.00014760893739949985
12,0.01966799450899171,0.00016556311171907914
13,0.01952046929481516,0.00018331526824031107
14,0.019598991231566776,0.0002010740972123151
15,0.01956590374866969,0.00022677359637153814
16,0.019645565886938655,0.00024319346878529417
17,0.019769994801281717,0.0002679940831261149
18,0.01960630246143439,0.0002935579776857931
19,0.01925878321302896,0.00033105990918524063
20,0.01960977123468877,0.00036516070560198505
21,0.01938653199885885,0.0004008998896930845
22,0.019060350733496555,0.00044026853457775295
23,0.01918890997296196,0.0004941180267140928
24,0.019268324138702757,0.0005294670137164784
25,0.01918161289371685,0.000591653917447384
26,0.018900134742536694,0.0006583238938354452
27,0.01912466198983131,0.0007273082320924184
28,0.018662581129402264,0.0007908362810203007
29,0.018763142329226587,0.0008814696892030917
30,0.018481625291723324,0.0009583984742596251
31,0.018223977062102294,0.001042966285038467
32,0.018420396804767886,0.0011755743702747757
33,0.0180888115106696,0.0012863887131174896
34,0.01798133647347115,0.0013885688790886178
35,0.017778969187467606,0.001556065549663359
36,0.017489731297261814,0.0017053182257425296
37,0.01680650589590712,0.0018530552071337233
38,0.017016648521636316,0.00200387051814799
39,0.016740008972329704,0.0021518519054916714
40,0.016390149992840063,0.0024038935471513948
41,0.016343876789134282,0.0025963834757824094
42,0.015635540872419716,0.002825303423025574
43,0.015538300400194794,0.0030945925518018154
44,0.014929465549971389,0.003361766164839508
45,0.014612398607146738,0.0036548060385499103
46,0.014066465024766855,0.0038965287870180456
47,0.013659584051276695,0.004150856266780982
48,0.013281608752172911,0.004539827375876589
49,0.012756138732488105,0.004842809209694696
50,0.012082239869642583,0.005167188325874979
51,0.011706479087645149,0.0054856253985097105
52,0.01121473376784937,0.005898000955734488
53,0.010920993967733201,0.006229498557386031
54,0.010236046077912796,0.006554809442286024
55,0.00952464232366644,0.006892024218624175
56,0.009233301664746615,0.007395383516690493
57,0.008748193028173345,0.007550280694539446
58,0.008324481239187555,0.007729412204056349
59,0.008008911688074287,0.008155664284845598
60,0.00760064271446169,0.008271747399860922
61,0.007297830364096925,0.00845795356240636
62,0.0069272218403247515,0.0089783935523627
63,0.006545066229907178,0.008920223254744265
64,0.00637333951988122,0.00908820819021931
65,0.006058936441311469,0.00928300764278306
66,0.005906965669597649,0.009444424438324018
67,0.005759020561504567,0.009653044505776835
68,0.0056333858377395785,0.009564986281936347
69,0.005609106930741097,0.009553222281694619
70,0.005480227473488385,0.00986389761824325
71,0.005300644840519507,0.009808664610328295
72,0.0053337939346571675,0.009912556043555823
73,0.005198852176712933,0.00974280633288167
74,0.005244708886557728,0.009933735497005875
75,0.005191947390578343,0.00996451750206173
76,0.005112150197451803,0.009974545693999618
77,0.0051359055190463455,0.009897807428250197
78,0.00519440683853478,0.010030817420558271
79,0.005020931863906465,0.010061060667012256
80,0.0050174442986504735,0.010083990550932715
81,0.005113363533747288,0.009931122566010642
82,0.005093523596582562,0.010061276285221302
83,0.005078222741475356,0.01021550503062224
84,0.005017824603636212,0.009954200442303622
85,0.004980020647862202,0.009951596387835347
86,0.005016375555189152,0.010070683748340912
87,0.005030462037393435,0.010121938736602783
88,0.005014231791025164,0.01018685701958286
89,0.004997858902589244,0.010315730135089152
90,0.005040448109305759,0.009957811893232093
91,0.004953833368594399,0.010093473216336572
92,0.004994920087027555,0.010117641320615529
93,0.005028685293079094,0.010039337870159943
94,0.004961719412378023,0.009895060656574419
95,0.004981010799824629,0.010133807110911835
96,0.005013454452397617,0.009922991093128313
97,0.005010908620125754,0.010087217067379367
98,0.004957629654302443,0.010064218275589612
99,0.00500441684975567,0.009934136785076757
