tijd,C6H5NO2,C6H6,N2O5
0,0.0,0.029792603548243222,0.0
1,1.9114683862824863e-07,0.02954992954455044,9.857716340170557e-05
2,7.634941339119741e-07,0.03094343339026225,0.00019431045616360927
3,1.6255163401812838e-06,0.029011738839146154,0.00029078133379657165
4,2.827897312894451e-06,0.02676821888480898,0.0003617996399691831
5,4.2158881779346445e-06,0.028005889483788314,0.0005014446976943607
6,5.923449608669925e-06,0.027323686070554982,0.0006342423208172306
7,8.29310712932242e-06,0.029398644271759724,0.0006387117959346159
8,1.0581357782006119e-05,0.029361641445519664,0.0007388694616355292
9,1.39225102118302e-05,0.028225781181655755,0.0008669681844406473
10,1.6242263860183802e-05,0.031685517376055204,0.000974484551245904
11,1.9049629190806674e-05,0.030088380024082463,0.0010047032461017857
12,2.4008829082703615e-05,0.025978006324373172,0.0010871057975890672
13,2.795368878972039e-05,0.029759787010439596,0.0012691762544919233
14,3.1683718228686806e-05,0.02816971504489205,0.0012519594899307739
15,3.500714190551559e-05,0.027844146605633904,0.0015213336655585743
16,4.1718729527470723e-05,0.025897308667041846,0.0015624885286429164
17,4.5076619549071226e-05,0.02734342052562067,0.0016795920856307635
18,5.378705333440439e-05,0.029514975418036566,0.0016492522635390653
19,5.5699068976596803e-05,0.028567808063540288,0.0019012184629450433
20,6.073474343534282e-05,0.02774303520386324,0.0017983709579228095
21,6.402853901885394e-05,0.029037338890000885,0.0021293590947448295
22,7.392524385081174e-05,0.029199678145891854,0.002121857385226929
23,7.789864560414047e-05,0.028206094152003997,0.0023409636233808397
24,8.68478456155701e-05,0.029766204135476072,0.0019665811945148003
25,9.756318625319605e-05,0.027627344876348287,0.0023166494785943383
26,0.00010107592515878101,0.024685017738692985,0.002413407779974238
27,0.0001096285290322119,0.029328313247012485,0.0024626953265471487
28,0.00011033199582959119,0.026529032678947975,0.0027355398408570987
29,0.00012444535772987875,0.026395147967803914,0.002772393412144039
30,0.00013068991576318826,0.02832346593346151,0.0026919155019092408
31,0.00013559374096656592,0.026389221305653732,0.0026658087052835924
32,0.00014796736909746796,0.027169011432475854,0.0029630945824244523
33,0.0001521173277757195,0.024830089533723565,0.002983906370404158
34,0.0001594108145973144,0.025555433798341944,0.003108045693354199
35,0.00017405248772069346,0.029027482952964034,0.003246334114310491
36,0.00018147268231957374,0.026330074639716622,0.0029859365102401707
37,0.0001876153600062577,0.02641050251558603,0.003804147323690975
38,0.00019480563809995158,0.026629664492426146,0.0034648068509364623
39,0.0001936426461767234,0.027630713878875345,0.003687935513238801
40,0.0002232417351559621,0.02485640982665125,0.0038925529097843738
41,0.0002082592857796722,0.026705139580067816,0.004127637984583776
42,0.00022172894100453815,0.025115597629807414,0.0038215570438510137
43,0.00023661086945254455,0.023754661140905374,0.003897999501725842
44,0.00023886890467876757,0.026262691840395844,0.003784070287958168
45,0.000282218039264432,0.02455834926533027,0.003982617484559194
46,0.000282723558987223,0.02389652559665472,0.004175807985431821
47,0.00029992282831421045,0.023329204424173355,0.004248428461691885
48,0.0002952541469347115,0.02626079250972165,0.004024628890532916
49,0.00028159347061599486,0.025834808469712,0.004434899367488883
50,0.0003155200156966796,0.025517330887387987,0.004298441991937792
51,0.00032555374215704845,0.02535429562888777,0.00436737603016176
52,0.00036307477063455597,0.025483396373030705,0.004333743162886185
53,0.00035368797334040463,0.02359075503756925,0.0048714564756602895
54,0.0003733111872692624,0.023691480269867764,0.004995004252232266
55,0.00037086001951473535,0.025622959700087215,0.0053029656241551345
56,0.00036932845113486903,0.02359369918416266,0.004702548678148344
57,0.0003688477488933686,0.024330084460197934,0.005084228651656944
58,0.00040067558066077084,0.02533731889077671,0.005079479160793821
