tijd,m1,m2,v
0.0,1049.6714153011233,986.1735698828816,3.1943065614302077
0.1,2544.604988430254,1887.3471998039322,3.1203634324326854
0.2,3866.7819378066642,2904.3409860985294,3.2368599402777183
0.30000000000000004,4143.754194733381,2897.4281718129077,3.4349603205015495
0.4,4268.013599279862,2531.092407863123,3.155927396197482
0.5,4028.1588693064105,2813.697696435337,4.15515959398399
0.6000000000000001,3933.019048367083,2665.406621964269,4.868608216557853
0.7000000000000001,4271.647445736955,3089.427666985068,3.8296494922967237
0.8,4170.658388831293,3065.157706477817,4.147209539972675
0.9,4617.0386483906495,2814.101728797742,4.76425791412646
1.0,4218.28707664352,3503.9961592178306,5.1203354386301925
1.1,4047.7126463347995,3159.1683488898375,4.692668460859249
1.2000000000000002,4659.638355445416,2317.2159274042237,4.821899947099744
1.3,4692.427742305867,3055.3028851682466,5.870862097930188
1.4000000000000001,4585.419302853117,2724.112548059645,5.0949803571651895
1.5,4339.404208377067,2644.7527054494817,6.834184878158251
1.6,4874.567370473761,2254.078023972184,6.583385167916153
1.7000000000000002,4566.077226113245,2518.091772148338,6.967833853769891
1.8,5278.281211542748,2913.8578724708495,6.182362574349198
1.9000000000000001,4671.573216330399,2717.7631067584066,7.599397434240135
2.0,4623.30063997912,2547.7494027576736,6.306966342268854
2.1,4305.943896333056,2769.730849184282,8.234743705926604
2.2,4890.22681775818,2781.2224451880684,7.67084121197801
2.3000000000000003,4640.0619669828075,2584.010127396852,8.707704547388547
2.4000000000000004,4976.156334412298,2845.513724015501,5.67012818944751
2.5,5440.932947710971,2448.645658920468,7.577299340755927
2.6,5107.4509954912755,1918.8524002293207,7.756919925881574
2.7,5275.875176885562,2711.6750802809065,7.627022956033173
2.8000000000000003,4712.08041013055,2213.607442126164,8.895389842995252
2.9000000000000004,5328.392639319599,2177.1324016847784,8.671176091191219
3.0,5241.062424248905,2487.304476710382,7.754067772632228
3.1,5051.074094962671,2149.0309668199284,7.191834125724254
3.2,5408.894764943963,2263.7716444985917,8.508318197279998
3.3000000000000003,5160.155323151863,1867.998457916886,8.216522410715651
3.4000000000000004,5132.390192990702,1973.9627856145644,8.5057703452062
3.5,5560.518362009414,2515.90988836169,8.85995884722926
3.6,5512.658203636233,2072.01273881955,7.083874772791049
3.7,5389.220578361311,2071.2036461411467,10.991605625550973
3.8000000000000003,5327.9798218224305,2091.6433707240717,8.83759406472688
3.9000000000000004,4822.820449050653,2231.231899507381,9.583848908670412
4.0,5923.445146379104,1795.1548135901262,10.211405764831005
4.1000000000000005,4743.639746458739,2061.726235479257,10.963315874958493
4.2,4995.292538178259,1811.7495352036651,9.118369851515846
4.3,5291.056731139699,1600.2522856508062,9.122657235487816
4.4,5003.571827626482,1956.1858900187317,8.254231469976672
4.5,6496.396485935148,1697.6197086855245,8.823340652722006
4.6000000000000005,6110.2736294280985,1592.8265709838627,9.349594463895555
4.7,6418.152414585983,1503.3304359539936,9.333457965103117
4.800000000000001,5849.602755389598,1904.6162294609078,8.048791779708669
4.9,4970.173971499333,1833.0220384407514,9.477154006751865
5.0,5894.875865517437,1777.5588574965523,8.594024687400594
5.1000000000000005,5909.101520700559,1743.989871142557,8.577018512647358
5.2,6880.691151323507,1750.1571802191918,8.149154061809506
5.300000000000001,6204.4700630029765,1487.351449458161,9.993599554364227
5.4,6522.529659912836,1491.9326577149538,10.170084435154706
5.5,6110.251160937762,1734.7844386113786,11.048993383626463
5.6000000000000005,5745.870980812499,1461.8692548501026,8.470351617175599
5.7,5430.108750337889,1547.3846696165524,9.623974642255254
5.800000000000001,6098.33889794981,1665.3459026725905,9.326907268283394
5.9,6821.15090354351,1477.0052984261717,11.858221734990996
6.0,6350.443431343271,1368.2559515294772,8.330222508227108
6.1000000000000005,6286.538410784171,1443.2476835653401,10.002151146501443
6.2,6302.308045883345,1445.6603400284027,8.55031409382026
6.300000000000001,5122.9541561327405,1372.4724862130734,10.147004592337915
