Tijd,S,X
0,0.024967141530112327,4.6543392470720384e-05
1,0.026457087448935906,9.734064581751496e-05
2,0.01763192983159658,5.3920356196072704e-05
3,0.03571080938259028,9.337823600528855e-05
4,0.015258374532880337,9.479354653885982e-05
5,0.015306128016658534,6.320354705649208e-05
6,0.02231323781543262,3.94710331916626e-06
7,0.0027352738582403363,7.229670957022235e-05
8,0.009806391068584745,0.00012856564806675255
9,0.010836310273590437,3.606589083846196e-05
10,0.034353434471167066,0.0001202706069459561
11,0.020469927521035578,4.3069790544674486e-05
12,0.014392888690205708,0.00017455183885518684
13,0.008382989573096727,0.00021693583610816618
14,0.013795898527213954,0.00017225051249015674
15,0.013762245258471894,0.000428853921432255
16,0.019515619645041195,0.00011580414701197335
17,0.02767322441985172,0.0001056950167189016
18,0.02160869118062395,6.0379013866697015e-06
19,0.006556238669213765,0.00036293186845809427
20,0.026653524215056092,0.0003957709609473251
21,0.018286670655811944,0.0003415721569066715
22,0.005044358836370038,0.00028384943088946156
23,0.014837680127337872,0.0007473887879280867
24,0.02250147923233288,6.385703583927779e-05
25,0.022217835074887636,0.000479582986675018
26,0.012588389814691573,0.0008544380569564772
27,0.028687651133337565,0.0010561364914256496
28,0.010923268557062542,0.0006706418057996523
29,0.02179870265475751,0.0012987564638112625
30,0.01412133171870817,0.0008710480131034006
31,0.00823416289134214,0.0004242394763283604
32,0.025695141178899424,0.0019463575981932438
33,0.017450088582610285,0.00191266122504414
34,0.0211561776372668,0.0009467801375234784
35,0.020916000348769177,0.0027110120506038792
36,0.01718259324109735,0.0029926023346950057
37,-0.005347978271866949,0.0025932565245578862
38,0.017741829461761963,0.0017093957298748175
39,0.017491996291956767,1.3646154119007024e-05
40,0.014622042915118537,0.0028230424109347025
41,0.028007218856876112,0.0019335905845676467
42,0.009390847890307124,0.0021271686954003792
43,0.022444737345139368,0.003591460951744681
44,0.011033397744401645,0.004202936406109734
45,0.015306807057411232,0.005372866813617165
46,0.00919330425645126,0.0032688671339213154
47,0.011024796037957928,0.0011299735008854484
48,0.015203066222131995,0.00511903679606522
49,0.012788098799767481,0.004284830505755613
50,0.0035825214247526584,0.0040976480903468695
51,0.009733848238197614,0.0033116981173861772
52,0.010327001587407176,0.007061017025770783
53,0.02082765804275031,0.006761460663837394
54,0.011524513481822794,0.006315521694445013
55,0.00039440529561524974,0.006802460678713217
56,0.009505638247732031,0.016106940630200177
57,0.007922026489262851,0.008662542566307803
58,0.008182842910928991,0.003250806522637398
59,0.012443092684330161,0.011138169399533477
60,0.010523573488794364,0.004552031344513995
61,0.012244739316048386,0.002565522775446579
62,0.008907591645527584,0.01840854879344125
63,0.0033365530745633806,0.006430890151308611
64,0.006684234580537642,0.00683477383081393
65,0.0013826917513156557,0.009594664564902851
66,0.002799205954574845,0.011625769636172114
67,0.0031404026496691137,0.016872327394890748
68,0.003454257420506537,0.008050657358867385
69,0.007826985586506536,0.003719645868639575
70,0.006089642068988349,0.01610020609123235
71,0.001057291771741355,0.01069442487805519
72,0.006011252359896942,0.01368053004698133
73,0.002008332309626084,0.0033546261901269744
74,0.0065790856874448,0.011375036975894457
75,0.005827622463318482,0.011650250042931356
76,0.003397056765921328,0.011107061690044924
77,0.005871294637186121,0.00640832903169871
78,0.009856306327267382,0.012348770638702196
79,0.0020546825243312424,0.013276704826173743
80,0.0025975567131668728,0.013942726351936434
81,0.007983032662280036,0.005904430840261674
82,0.007475000747069621,0.012087931086822601
83,0.0071071004002267275,0.01953334700355652
84,0.004412996309179012,0.006249887675632809
85,0.0027899374308337542,0.005940754330154789
86,0.004826711467054633,0.011748420603691844
87,0.005710602606457919,0.01419090304903754
88,0.005046172942873996,0.017338310674078185
89,0.0043480074463409825,0.023701280726835368
90,0.006576125340351318,0.005739299881019735
91,0.0023262333312903086,0.012468228652856248
92,0.0044467675801555286,0.013632307032033684
93,0.006189276847758815,0.009680811269304384
94,0.0028853761820201275,0.0024372283558268953
95,0.00388631588205807,0.0143502022477251
96,0.005538271975934249,0.0037894705950772788
97,0.005435392454244373,0.011984429004144443
98,0.002791382578855245,0.010821144969357913
99,0.005147071151297918,0.004306143081515908
