Tijd,S,X
0,0.020993428306022466,4.930867849414408e-05
1,0.02127945358585445,6.367582528187107e-05
2,0.019502341820432385,5.963982494742186e-05
3,0.023105810297922313,7.266253116785447e-05
4,0.019002665225364004,7.86110564941395e-05
5,0.01899906681893065,7.855196300283969e-05
6,0.020386724857997713,7.361441060695698e-05
7,0.016456621768177863,9.491683092176402e-05
8,0.017855443875676412,0.00011459949625598573
9,0.01804498980409163,0.00010540237124692452
10,0.022730775096700497,0.0001325144982663007
11,0.019935067603786282,0.00012840786960983803
12,0.01869909752186775,0.0001672141024175479
13,0.017474809754091367,0.0001894904745833865
14,0.01853311706137952,0.00019577996940620438
15,0.01849992565863336,0.0002638903907704453
16,0.01962169820985545,0.00021979543009223524
17,0.021221608404692536,0.0002381840505207084
18,0.01997408814455084,0.00024074816775330104
19,0.016925662786613924,0.0003369139425210709
20,0.020903521782103175,0.00037078299740010874
21,0.019184516650135947,0.00039000295918129437
22,0.016485984874840664,0.00041153849512480143
23,0.01838970449111264,0.0005406371461207448
24,0.01986216895181849,0.00044394681369821706
25,0.019739286355564545,0.0005710694607749087
26,0.017740834653748812,0.0006943448625719613
27,0.020881129383536538,0.0007877052593168894
28,0.017241074738564358,0.0007687597447552836
29,0.019320694225752676,0.0009581141988250007
30,0.0176807550436185,0.000942354512006441
31,0.01638911323481982,0.0009293225854794679
32,0.019756574342873676,0.0013171467998924534
33,0.01797149505449544,0.0014014183581652416
34,0.018564470564780555,0.0013074240081888983
35,0.018355158584441367,0.0017681985804483527
36,0.017433318184905077,0.0019417581641215558
37,0.012737314926315963,0.0019890105511504064
38,0.017149845020843067,0.0019497833121386316
39,0.016878129092261204,0.0017591202368722023
40,0.016065395631625904,0.0024808800731524103
41,0.01848612329137258,0.002474646005967453
42,0.014488556447133729,0.002697074595502579
43,0.016806829634980532,0.003185854094648464
44,0.014213861259152456,0.0035162668213993453
45,0.014739943016378992,0.003970368221725529
46,0.013171394679566033,0.0037812439935921154
47,0.013175643395769166,0.003596000248555272
48,0.013634529511961315,0.004646212779584705
49,0.012762008948927175,0.004740323325297721
50,0.010521067094050556,0.004970742160165735
51,0.011344159135705805,0.005086332632589062
52,0.011051680918380396,0.006111616152271766
53,0.01274058532845063,0.006327205883060772
54,0.01047270335618198,0.006510858631458083
55,0.007847660012391731,0.006875573772518081
56,0.009283322669784754,0.008995465435498394
57,0.00859644815367958,0.007754573691394859
58,0.008298466036038024,0.006906811160530419
59,0.008823353095549855,0.008703471346727045
60,0.008137507550563609,0.007588534246838017
61,0.008206446294047194,0.007375670356638237
62,0.007290963233117108,0.01071046288235672
63,0.005955747487088929,0.008462998807174452
64,0.006430442694287501,0.00867431208338975
65,0.005200034355393871,0.009340250750927512
66,0.00533615266071591,0.009845079678745096
67,0.005278049924636831,0.010979035240512044
68,0.005233137761104938,0.009286844234842048
69,0.006016472398126586,0.008481749062970223
70,0.0055921607665393985,0.01100934203164941
71,0.004521253460539846,0.009971355271747522
72,0.005458225073986921,0.010604632901327855
73,0.004612838323574532,0.00856946712298795
74,0.0054897985030471904,0.010198464340067043
75,0.005308704036591837,0.010274141846303089
76,0.004797133036558451,0.010182558836130388
77,0.00527097698972508,0.009256882824801966
78,0.0060506740915672996,0.010456563930013279
79,0.004476110556637547,0.010651689186041917
80,0.004572975150296342,0.010792737942953807
81,0.005640445618579833,0.009191526126587362
82,0.0055309377670801855,0.010433519003882766
83,0.005450873740021526,0.011926945392997925
84,0.004906733692409379,0.00927381646475184
85,0.004577760465142691,0.009214911111934836
86,0.00498153929410322,0.01037883949728292
87,0.005155385815384871,0.010869299528682637
88,0.00502009853320148,0.011500389323469756
89,0.004878498431033441,0.012774300651940499
90,0.005322511274191678,0.009182983156295128
91,0.004471212953579362,0.010529652786309573
92,0.004894239014336775,0.010763192165569885
93,0.0052418551704692465,0.009973486045513003
94,0.00458035024761841,0.008525254723784058
95,0.0047799443863573024,0.010908247033999986
96,0.005109849507741081,0.008796426103690368
97,0.005088875038637338,0.01043568456596887
98,0.004559747538403978,0.01020324562750624
99,0.0050306186602430214,0.008900423655851294
